text,label,pred_label,prob_negative,prob_positive,confidence
"Forget everything that you have ever read about the Mallachi Brothers' straight-to-video release ""Snakes on a Train,"" especially if it was a negative review. This movie is way more fun than the movie that it obviously rips off: ""Snakes on a Plane."" Frankly, I am surprised that more people aren't rhapsodizing about this low-budget Asylum Release. Instead, most reviews that I've read have nothing kind or critically worthwhile to say except the usual stupid herd mentality idiocy, such as the acting was amateurish, the action didn't numerically live up to the advertising, and the entire thing amounted to a hideous waste of time. Of course, it doesn't help that the title is a tip-off to the obvious rip-off nature of this film. Actually, I felt that ""Snakes on a Train"" surpassed ""Snakes on a Plane"" for a number of reasons.<br /><br />First, the producers used real, genuine snakes until the last fifteen minutes when they substituted either giant fake snake heads or computer generated a super-giant snake that consumed an entire Amtrak like train. How many movies have a snake gobble a train? As a result, ""Snakes on a Train"" ranks as the first movie to scale that height.<br /><br />Second, this low-budget movie employs some grisly gross-out effects. The woman who coughs up baby snakes--real ones--was fantastic! The special effects of her forearms getting tore up later in the movie were visually enticing! Also, you get to see a little white girl get eaten alive by a snake. She was as cute as she could be, no more than 10 years old or thereabouts, and she died screaming all the way as nasty olé giant mister snake head swallows her. Not only kids in jeopardy but kid eaten! This is exactly the kind of graphic material that you won't find in 99 % of all theatrical Hollywood releases. Of course, she wasn't eaten by a real snake, but it's the subversive thought that counts.<br /><br />Third, it is one of those cursed upon movies where Alma (Julia Ruiz of ""That Guy""), the chief female character--no heroine--has a curse placed on her by her parents because she didn't marry the man that they recommended. As a result, she is filled with snakes, coughs up quantities of green radiator fluid slop then chucks up a baby snake. Imagine Medusa, the mythical characters that had snakes for hair, only with the snakes in her belly. Her psycho-shaman type boyfriend collects all the snakes that come out of her because they are heading to L.A. on a train to see a relative of his who can put all the snakes back inside of her and return her to normal. Talk about a whacked out character performing stomach churning routines. Prepare yourself for lots of slime, blood, and gore. <br /><br />Fourth, the train had only about twenty or so passengers, not hundreds. Nevertheless, it looked like the Mallachi Brothers filmed this above-average horror flick on-board a real train with real snakes and they played up the swaying motion of the train on the tracks.<br /><br />Fifth, the snakes slither around for the first hour, quietly infiltrating the train before they turn weird and attack everybody. In other words, it's suspense, suspense, suspense, before people start dying from snake bites.<br /><br />Up until the last five minutes when the snake grows bigger than the runaway train and swallows it, ""Snakes on a Train"" is warped, wonderful, and way-out. It doesn't have the Attention Deficit editing of a big league Hollywood movie. It's a fantasy about an unfortunate Hispanic women victimized because of her feminist, at-odds-with-society attitude. <br /><br />Altogether, you've got gory fantasy type stuff; suspenseful snakes slithering around the train, and am over-the-top gigantic snake at the end. Incidentally, they get on board the train because a bunch of other Mexicans have bribed a train employee and the Mexicans on board think that the girl is so cute that they let her and her boyfriend on free.<br /><br />I think it's better than ""Snakes on a Plane"" if you want a tough, little, independently produced horror movie.",1,0,0.9984819293022156,0.0015181235503405333,0.9984819293022156
"We just saw this film previewed before release at the Norfolk (VA) Film Forum, and there was general agreement on two matters: There were excellent performances in a first rate drama by the two leads and by others: and secondly, the marketing for this movie will only bring disaster. We saw a lurid poster with chains and suggestive commentary implying some sort of wacko sexual relationship between Samuel Jackson and Cristina Ricci, whereas the movie has some real depth and some thoughtful ideas. What's sad is that people looking for near porn will be drawn in to see the film and will be disappointed because it will be too ""heavy"" for them, while the people who would really enjoy it wouldn't be caught dead walking into the theater showing it. Too bad. A good film wasted.",1,0,0.9984707236289978,0.0015292575117200613,0.9984707236289978
"My buddies and I spent the majority of a Saturday afternoon watching a selection of ""bad"" movies. Among the flicks we watched, the strongest contender (for quality bad-movie fare) was easily Jack-O. It's ludicrous that movies such as ""Gigli"", ""Glitter"" and ""You Got Served"" are listed in IMDBs bottom 100. While they're certainly bad movies, they don't belong in the bottom 100. They're robbing ""Jack-O"", and ""Keeper of Time"", etc, of the Bad Movie Greatness they so richly deserve.<br /><br />So what makes Jack-O so great (in bad movie terms)? For starters, Steve Latshaw, the director, decided to cast his son, Ryan Latshaw, in the role of Sean Kelly. Unfortunately for Steve, Ryan Latshaw was dangerously close to being out-acted by a block of wood. The kid, seriously, has no ability to emote whatsoever. The end result: unintentional comic gold. The kid could be listening to a joke, or just moments away from getting his head smashed asunder, and his expression is one of stony ""emotionlessness"".<br /><br />The other aspect of the movie that we found awesome was the sheer number of ""double dreaming"" sequences. What is a double-dream? Well, it's when a character wakes up from a nightmare, and then something equally nightmarish happens, and then the character wakes up again. Basically: they wake up after dreaming about waking up from a nightmare. Clever device, no? I believe the character of Sean Kelly experienced no less than 3 double-dreaming sequences.<br /><br />Let's see... what else? Oh yeah! This movie has a veritable cast of thousands. It's truly stunning to see how many speaking roles are introduced throughout the course of the movie. Best of all: almost none of the characters have anything to do with the story. They're either killed by Jack-O, or they serve no purpose whatsoever.<br /><br />Jack-O himself was pretty sweet. Like most other B-movie monsters, Jack-O has the amazing ability to, seemingly, teleport over great distances. He's invariably hanging-out, somewhere in the background, whenever you're dealing with a major character. What's puzzling, however, is that when he's actually chasing someone he moves at a shambling/stumbling speed, and yet he's able to keep up with people who are sprinting.<br /><br />That's all for now. Closing remarks: if you're looking for a unintentionally hilarious bad movie, you can't go wrong by renting this beast.<br /><br />Bad Movie Score: 7/10 Good Movie Score: 3.5/10",1,0,0.9984353184700012,0.001564634614624083,0.9984353184700012
"Actually I'll admit I'm a political junkie, so this resonated with me, but the erratic nature of Ms. Green (yes I know what they did to her), but the ending was such a copout and totally inconsistent with the film itself.<br /><br />Why can't Barry L and crew just left us wondering what he was going to do? Let us debate it.<br /><br />Instead they have this ""oh I'm not worthy"" bullshit ending and it just shows that when the chips were down it's better to leave the table instead of doubling down. Stop the Disney ending and putting a bow on it. Life isn't easy, they should have had the courage to give the main character some backbone.<br /><br />We had to listen to the rhetoric the entire movie... and then it turned sniveling and the stupid, inane behavior by Ms. Green (when the crap was out of her system) just made for a ridiculous near end of the movie that was icing on the cake.",1,0,0.9984009861946106,0.001598983770236373,0.9984009861946106
"Stupidly beautiful. This movie epitomizes the 'so bad it's good' genre of films. <br /><br />The only two talents in it are Richard Boone and Joan van Ark, and only Boone is any good. It's kind of sad that the man who rose to fame as Paladin should wind up in this ugly pile of celluloid. While he turns in a fantastic performance, I couldn't help but feel that he so outclassed all his fellow actors in this piece that he shouldn't even have been there.<br /><br />The effects in this film are laughable, but fun. The idea of a dinosaur being buried in the wall of a cave and suddenly coming to life is B-movie gold. When the 'triceratops' gets killed, watch how it falls. It's clear that the stunt performer in the FRONT of the costume knows the timing best. He falls to the ground, well before the back half of the dinosaur follows suit.<br /><br />Speaking of 'suits', there is nothing good to say about the purple tyrannosaur, in this flick. It seems to have some kind of stealth technology, since Bunta (reputed to be the best tracker in the world) twice fails to notice it until it's within biting range of him. I don't know how all the prints are, but in the version I own, the Tyranno's roar contains Godzilla's trademark bellow.<br /><br />This is loads of fun, to watch, if you like bad movies. I love them, and especially bad monster movies, so I consider this the gem of my collection. If bad movies are your thing, definitely get this one.",1,0,0.9983994364738464,0.0016005162615329027,0.9983994364738464
"I swore I would never allow myself to devolve into to the bogus authority figures of the sixties who told me things were better in the ""good old days""  the current Australian Prime Minister is a sordid example of just such a mind set.<br /><br />But I switched over to ""A Decade Under the Influence"" because I found watching the much-heralded ""Sneakers"" documentary on the other channel such a dispiriting experience. I found the values expressed by the ""Sneakers"" interviewees too ugly to accept as reasonable. So materialistic! So devoid of any sense of outrage at a society that can countenance killing someone to steal his very ugly shoes! So lacking in any worthwhile purpose that they can report without distaste the exploitation an audience by haranguing them to hold those shoes above their heads to lock in a sponsorship deal for themselves with a company of cobblers was just too much to continue watching.<br /><br />""A Decade Under the Influence"" depicted a completely different response to the fruit of stupidity, corruption and concupiscence in high (and low) places.<br /><br />I have noted the change in film-making that accompanied the exposure of America's disastrous foreign policy debacles in Vietnam and so many less reported places in my www.peterhenderson.com.au website. ""A Decade Under the Influence"" documents the precise moment at which that change took place.<br /><br />Before the seventies, the armed forces were depicted in American films as an invincible fighting force comprised of decent human beings who transmogrified into conquering heroes on the battlefield. After the seventies they are generally portrayed as a dispirited rabble misled by a bunch of bureaucrat clowns in the Pentagon Before the seventies, the FBI agent and the honest cop tended to be depicted as your friend and protector. After the seventies, the FBI agents were all incompetent and the best a cop could aspire to was to ignore their foolishness and his superior's corruption and uphold justice in his own idiosyncratic manner.<br /><br />Before the seventies, the archetypical American ""little guy"", the ""average Joe"", the Jimmy Stewart type would face down the problems encountered and thereby gain some insight into underlying wisdom of his elected leaders and justice of the ""American Way"". After the seventies, Kevin Costner usurps that role, but now he is the voice of one crying out in the wilderness for evil to be exposed, or accepting his lot and making out the best he can.<br /><br />And now those ""old time religion"" mindsets have been stripped of any honesty and righteousness and portrayed (with a certain amount of justification) as sanctimonious bigotry and self-serving hypocrisy.<br /><br />""A Decade Under the Influence"" tells it like it was. ""A Decade Under the Influence"" tells it like it is now. It depicts the redemption of the American film industry from the hands of the artistically, morally and intellectually bankrupt studio moguls. It shows the storming of the Hollywood Bastille by the independent film makers who promised to get a disillusioned and tired audience back into the cinemas. The fact that their failures were numerous, and at times disastrous, merely underlines the greatness of their achievement. An achievement reflected in the adventurous and questioning attitudes of the big box office stars such as Clooney, Daman, Affleck etc and the directors and producers who provide the vehicles for their talent.",1,0,0.9983402490615845,0.0016597290523350239,0.9983402490615845
"Nothing is worse than the genocides of our world's history. This film attempts to describe the horror faced by one particular family - a common narrative device - in the atomic bomb world of Hiroshima. The most memorable parts are the graphic and saddening images that the people of Hiroshima face in the aftermath of war. The story, however, becomes more concerned with the effect on a specific group of people and how they cope with getting on with their lives; in other words, if you don't really care about them, the film grows boring. It's hard not to care, though, when a family's homeland is wrecked. I'm not sure if I would recommend this film, because it says very little politically and, honestly, did not keep my interest in the family's troubles.",1,0,0.9983170032501221,0.0016830620588734746,0.9983170032501221
"This is the kind of movie that you rent when you are incredibly tired, or impaired in some other way... The acting in this movie is so bad it seems intentional, and to let you know how bad the special effects are, there is one scene when the puppets are coming alive where you can see most of a hand holding the puppet, moving it about. The movie looked as if it was filmed with a camcorder. When I saw this movie for the first time, a fistfight nearly erupted when my friends and I were calling each other names from this flick, that's how terrible it was. If you enjoy getting mad at movies, I recommend this to you, otherwise, flee as though your very life depended on it.",1,0,0.9983149766921997,0.0016850356478244066,0.9983149766921997
"Well, I must say, I initially found this short to be quite average, but having watched it nearly 5 times since (its constantly shown on IFC), I've developed an enjoyment of the simple plot elements and reality of the situations presented. Sofia Coppola contributes a solid addition to the category.",0,1,0.001686302712187171,0.9983136653900146,0.9983136653900146
"Jack Frost 2, is probably the most cheesiest movie I have ever seen in my life. The complete title of the film, is Jack Frost 2: Revenge of the Mutant Killer Snowman. Horror movie fans that have a taste for campy story lines, will be delighted to watch this. This film was straight to video, and for good reasons. Here's why: The acting, was so atrocious, and so terrible, that it could cause one to cry. The main character had no personality, and the actor's bad acting made it all worse. The screenplay was, was also atrocious. Each character always says a cheesy line, and add the cheesy lines to the bad choreography, then you have something bad. Second, the story line isn't really all that impressive, but since this movie was straight to video, it is forgiven. The director, and writer could have turned the idea of a killer snowman, into something cool, but they didn't. They story has lots of plot holes in it. In the beginning, a cup of coffee gets knocked into the fish tank, with the melted Jack Frost. Scientists try to restore his life, but they couldn't. Once the cup of coffee fell into the tank, Jack Frost was completely restored. Now he is immune to anti-freeze. In Jack Frost part 1, the main character's DNA got mixed up with the Anti-freeze that was used to kill Jack Frost. Since the main character is allergic to bananas, Jack Frost is too. Hence, here's my point. They say that Sam's DNA combined with Jack Frost's. But, one of the scientists had some saliva on the cup, so when it fell into the tank, the scientists DNA would have been combined with Jack Frosts. Another thing, the special effects weren't very good either. Here's the good points: Jack Frost 2 has lots of blood, that looks pretty realistic. Even though this movie is flawed to hell, it is still entertaining. Overall, Jack Frost 2 is an enjoyable horror movie. The first one was better though. 7 out of 10.",1,0,0.9983103275299072,0.0016897234600037336,0.9983103275299072
